"mlbid","name","position","full_name","nickname","dob"
117228,"Brian Koelling","2B","Brian Wayne Koelling ",NA,"6/11/1969 in Cincinnati, OH "
117227,"Pip Koehler","OF","Horace Levering Koehler ",NA,"1/16/1902 in Gilbert, PA "
117226,"Ben Koehler","OF","Benard James Koehler ",NA,"1/26/1877 in Schoerndorn, Germany "
117225,"Pete Koegel","C","Peter John Koegel ",NA,"7/31/1947 in Mineola, NY "
117224,"Dick Koecher","P","Richard Finlay Koecher ","Highpockets","3/30/1926 in Philadelphia, PA "
117223,"Brad Kocher","C","Bradley Wilson Kocher ",NA,"1/16/1888 in White Haven, PA "
117222,"Barney Koch","2B","Barnett Koch ",NA,"3/23/1923 in Campbell, NE "
117221,"Alan Koch","P","Alan Goodman Koch ",NA,"3/25/1938 in Decatur, AL "
117220,"Kevin Kobel","P","Kevin Richard Kobel ",NA,"10/2/1953 in Buffalo, NY "
117219,"Nick Koback","C","Nicholas Nicholie Koback ",NA,"7/19/1935 in Hartford, CT "
117218,"Mark Knudson","P","Mark Richard Knudson ",NA,"10/28/1960 in Denver, CO "
117217,"Kurt Knudsen","P","Kurt David Knudsen ",NA,"2/20/1967 in Arlington Heights, IL "
117216,"John Knox","2B","John Clinton Knox ",NA,"7/26/1948 in Newark, NJ "
117215,"Cliff Knox","C","Clifford Hiram Knox ","Bud","1/7/1902 in Coalville, IA "
117213,"Bill Knowlton","P","William Young Knowlton ",NA,"8/18/1892 in Philadelphia, PA "
117210,"Darold Knowles","P","Darold Duane Knowles ",NA,"12/9/1941 in Brunswick, MO "
117207,"Joe Knotts","C","Joseph Steven Knotts ",NA,"3/3/1884 in Greensboro, PA "
133982,"Bob Howry","P","Bob Dean Howry ",NA,"8/4/1973 in Phoenix, AZ "
276343,"Victor Santos","P","Victor Irving Santos ",NA,"10/2/1976 in San Pedro de Macoris, Dominican Republic "
117206,"Jack Knott","P","John Henry Knott ",NA,"3/2/1907 in Dallas, TX "
117205,"Fritz Knothe","3B","Wilfred Edgar Knothe ",NA,"5/1/1903 in Passaic, NJ "
117204,"George Knothe","2B","George Bertram Knothe ",NA,"1/12/1898 in Bayonne, NJ "
117203,"Randy Knorr","C","Randy Duane Knorr ",NA,"11/12/1968 in San Gabriel, CA "
117202,"Bobby Knoop","2B","Robert Frank Knoop ",NA,"10/18/1938 in Sioux City, IA "
117201,"Hub Knolls","P","Oscar Edward Knolls ",NA,"12/18/1883 in Valparaiso, IN "
117200,"Punch Knoll","OF","Charles Elmer Knoll ",NA,"10/7/1881 in Evansville, IN "
117199,"Ray Knode","1B","Robert Troxell Knode ","Bob","1/28/1901 in Westminster, MD "
117198,"Mike Knode","OF","Kenneth Thomson Knode ",NA,"11/8/1895 in Westminster, MD "
117197,"Chuck Knoblauch","2B","Edward Charles Knoblauch ",NA,"7/7/1968 in Houston, TX "
117196,"Pete Knisely","OF","Peter Cole Knisely ",NA,"8/11/1887 in Waynesburg, PA "
117195,"Joe Knight","OF","Joseph William Knight ","Quiet Joe","9/28/1859 in Port Stanley, ON, Canada "
117194,"John Knight","SS","John Wesley Knight ","Schoolboy","10/6/1885 in Philadelphia, PA "
117193,"George Knight","P","George Henry Knight ",NA,"11/24/1855 in Lakeville, CT "
117192,"Jack Knight","P","Elma Russell Knight ",NA,"1/12/1895 in Pittsboro, MS "
117191,"Ray Knight","3B","Charles Ray Knight ",NA,"12/28/1952 in Albany, GA "
117190,"Lon Knight","RF","Alonzo P. Knight ",NA,"6/16/1853 in Philadelphia, PA "
117189,"Bill Knickerbocker","SS","William Hart Knickerbocker ",NA,"12/29/1911 in Los Angeles, CA "
117188,"Austin Knickerbocker","OF","Austin Jay Knickerbocker ",NA,"10/15/1918 in Bangall, NY "
117187,"Alan Knicely","C","Alan Lee Knicely ",NA,"5/19/1955 in Harrisonburg, VA "
117186,"Elmer Knetzer","P","Elmer Ellsworth Knetzer ","Baron","7/22/1885 in Carrick, PA "
117185,"Lou Knerr","P","Wallace Luther Knerr ",NA,"8/21/1921 in Strasburg, PA "
117184,"Bob Knepper","P","Robert Wesley Knepper ",NA,"5/25/1954 in Akron, OH "
117183,"Charlie Knepper","P","Charles Knepper ",NA,"2/18/1871 in Anderson, IN "
117182,"Phil Knell","P","Philip Louis Knell ",NA,"3/12/1865 in Mill Valley, CA "
117181,"Rudy Kneisch","P","Rudolph Frank Kneisch ",NA,"4/10/1899 in Baltimore, MD "
117180,"Frank Knauss","P","Frank H. Knauss ",NA,"1/1/1868 in Cleveland, OH "
117179,"Cotton Knaupp","SS","Henry Antone Knaupp ",NA,"8/13/1889 in San Antonio, TX "
117178,"Chris Knapp","P","Robert Christian Knapp ",NA,"9/16/1953 in Cherry Point, NC "
117177,"Brent Knackert","P","Brent Bradley Knackert ",NA,"8/1/1969 in Los Angeles, CA "
117176,"Otto Knabe","2B","Franz Otto Knabe ","Dutch","6/12/1884 in Carrick, PA "
117175,"Joe Kmak","C","Joseph Robert Kmak ",NA,"5/3/1963 in Napa, CA "
117174,"Clyde Kluttz","C","Clyde Franklin Kluttz ",NA,"12/12/1917 in Rockwell, NC "
117173,"Mickey Klutts","3B","Gene Ellis Klutts ",NA,"9/20/1954 in Montebello, CA "
117172,"Ted Kluszewski","1B","Theodore Bernard Kluszewski ","Big Klu","9/10/1924 in Argo, IL "
117171,"Billy Klusman","2B","William F. Klusman ",NA,"3/24/1865 in Cincinnati, OH "
117170,"Elmer Klumpp","C","Elmer Edward Klumpp ",NA,"8/26/1906 in St.Louis, MO "
117169,"Joe Klugmann","2B","Joe Klugmann ",NA,"3/26/1895 in St.Louis, MO "
117168,"Nap Kloza","OF","John Clarence Kloza ",NA,"9/7/1903 "
117167,"Stan Klopp","P","Stanley Harold Klopp ","Betz","12/22/1910 in Womelsdorf, PA "
117166,"Fred Klobedanz","P","Frederick Augustus Klobedanz ","Duke","6/13/1871 in Waterbury, CT "
117165,"Johnny Klippstein","P","John Calvin Klippstein ",NA,"10/17/1927 in Washington, DC "
117164,"Joe Klink","P","Joseph Charles Klink ",NA,"2/3/1962 in Johnstown, PA "
117163,"Bob Klinger","P","Robert Harold Klinger ",NA,"6/4/1908 in Allenton, MO "
117162,"Joe Klinger","C","Joseph John Klinger ",NA,"8/2/1902 in Canonsburg, PA "
117161,"Scott Klingenbeck","P","Scott Edward Klingenbeck ",NA,"2/3/1971 in Cincinnati, OH "
117158,"Johnny Kling","C","John Kling ","Noisy","2/25/1875 in Kansas City, MO "
117157,"Steve Kline","P","Steven James Kline ",NA,"8/22/1972 in Sunbury, PA "
117156,"Steve Kline","P","Steven Jack Kline ",NA,"10/6/1947 in Wenatchee, WA "
117155,"Ron Kline","P","Ronald Lee Kline ",NA,"3/9/1932 in Callery, PA "
117154,"Bob Kline","P","Robert George Kline ","Junior","12/9/1909 in Enterprise, OH "
117153,"Bobby Kline","SS","John Robert Kline ",NA,"1/27/1929 in St.Petersburg, FL "
117152,"Ron Klimkowski","P","Ronald Bernard Klimkowski ",NA,"3/1/1944 in Jersey City, NJ "
117151,"Lou Klimchock","3B","Louis Stephen Klimchock ",NA,"10/15/1939 in Hostetter, PA "
117150,"Ed Klieman","P","Edward Frederick Klieman ","Specs","3/21/1918 in Norwood, OH "
117148,"Ryan Klesko","1B","Ryan Anthony Klesko ",NA,"6/12/1971 in Westminster, CA "
117147,"Ed Klepfer","P","Edward Lloyd Klepfer ","Big Ed","3/17/1888 in Summerville, PA "
117146,"Red Kleinow","C","John Peter Kleinow ",NA,"7/20/1879 in Milwaukee, WI "
117145,"Nub Kleinke","P","Norbert George Kleinke ",NA,"5/19/1911 in Fond du Lac, WI "
117144,"Ted Kleinhans","P","Theodore Otto Kleinhans ",NA,"4/8/1899 in Deer Park, WI "
117143,"Hal Kleine","P","Harold John Kleine ",NA,"6/8/1923 in St.Louis, MO "
117142,"Lou Klein","2B","Louis Frank Klein ",NA,"10/22/1918 in New Orleans, LA "
117141,"Chuck Klein","OF","Charles Herbert Klein ",NA,"10/7/1904 in Indianapolis, IN "
117140,"Ollie Klee","OF","Ollie Chester Klee ","Babe","5/20/1900 in Piqua, OH "
117139,"Tom Klawitter","P","Thomas Carl Klawitter ",NA,"6/24/1958 in La Crosse, WI "
117138,"Al Klawitter","P","Albert Klawitter ","Dutch","4/12/1888 in Wilkes-Barre, PA "
117137,"Billy Klaus","SS","William Joseph Klaus ",NA,"12/9/1928 in Fox Lake, IL "
117136,"Bobby Klaus","2B","Robert Francis Klaus ",NA,"12/27/1937 in Spring Grove, IL "
117133,"Malachi Kittridge","C","Malachi Jeddidah Kittridge ","Jedediah","10/12/1869 in Clinton, MA "
117132,"Ron Kittle","OF","Ronald Dale Kittle ",NA,"1/5/1958 in Gary, IN "
117131,"Chris Kitsos","SS","Christopher Anestos Kitsos ",NA,"2/11/1928 in New York, NY "
117130,"Frank Kitson","P","Frank R. Kitson ",NA,"9/11/1869 in Hopkins, MI "
117129,"Bill Kissinger","P","William Francis Kissinger ","Shang","8/15/1871 in Dayton, KY "
117128,"Bruce Kison","P","Bruce Eugene Kison ",NA,"2/18/1950 in Pasco, WA "
117127,"Rube Kisinger","P","Charles Samuel Kisinger ",NA,"12/13/1876 in Adrian, MI "
117126,"Ernie Kish","OF","Ernest Alexander Kish ",NA,"2/6/1918 in Washington, DC "
117125,"Garland Kiser","P","Garland Routhard Kiser ",NA,"7/8/1968 in Charlotte, NC "
117124,"Harry Kirsch","P","Harry Louis Kirsch ","Casey","10/17/1887 in Pittsburgh, PA "
117123,"Joe Kirrene","3B","Joseph John Kirrene ",NA,"10/4/1931 in San Francisco, CA "
117122,"Don Kirkwood","P","Donald Paul Kirkwood ",NA,"9/24/1949 in Pontiac, MI "
117121,"Enos Kirkpatrick","3B","Enos Claire Kirkpatrick ",NA,"12/8/1885 in Pittsburgh, PA "
117120,"Ed Kirkpatrick","C","Edgar Leon Kirkpatrick ","Spanky","10/8/1944 in Spokane, WA "
117119,"Willie Kirkland","RF","Willie Charles Kirkland ",NA,"2/17/1934 in Siluria, AL "
117118,"Jay Kirke","OF","Judson Fabian Kirke ",NA,"6/16/1888 in Fleischmanns, NY "
117117,"Bill Kirk","P","William Partlemore Kirk ",NA,"7/19/1935 in Coatesville, PA "
117116,"Tom Kirk","PH","Thomas Daniel Kirk ",NA,"9/27/1927 in Philadelphia, PA "
117115,"Mike Kircher","P","Michael Andrew Kircher ",NA,"9/30/1897 in Rochester, NY "
117114,"Wayne Kirby","OF","Wayne Leonard Kirby ",NA,"1/22/1964 in Williamsburg, VA "
117113,"La Rue Kirby","OF","La Rue Kirby ",NA,"12/30/1889 in Eureka, MI "
117112,"John Kirby","P","John F. Kirby ",NA,"1/13/1865 in St. Louis, MO "
117111,"Jim Kirby","PH","James Herschel Kirby ",NA,"5/5/1923 in Nashville, TN "
117110,"Clay Kirby","P","Clayton Laws Kirby ",NA,"6/25/1948 in Washington, DC "
117109,"Ed Kippert","OF","Edward August Kippert ","Kickapoo","1/3/1880 in Detroit, MI "
117107,"Bob Kipper","P","Robert Wayne Kipper ",NA,"7/8/1964 in Aurora, IL "
117106,"Fred Kipp","P","Fred Leo Kipp ",NA,"10/1/1931 in Piqua, KS "
117103,"Matt Kinzer","P","Matthew Roy Kinzer ",NA,"6/17/1963 in Indianapolis, IN "
117102,"Tom Kinslow","C","Thomas F. Kinslow ",NA,"1/12/1866 in Washington, DC "
117101,"(Unknown) Kinsler","OF","(Unknown) Kinsler ",NA,"in Staten Island, NY "
117100,"Bob Kinsella","OF","Robert Francis Kinsella ","Red","1/5/1899 in Springfield, IL "
117099,"Ed Kinsella","P","Edward William Kinsella ","Rube","1/15/1882 in Lexington, IL "
117098,"Mike Kinnunen","P","Michael John Kinnunen ",NA,"4/1/1958 in Seattle, WA "
117097,"Walt Kinney","P","Walter William Kinney ",NA,"9/9/1893 in Denison, TX "
117096,"Dennis Kinney","P","Dennis Paul Kinney ",NA,"2/26/1952 in Toledo, OH "
117095,"Walt Kinlock","1B","Walter Kinlock ",NA,"1/1/1874 in Providence, RI "
117094,"Gene Kingsale","CF","Eugene Humphrey Kingsale ",NA,"8/20/1976 in Oranjestad, Aruba "
117093,"Harry Kingman","1B","Henry Lees Kingman ",NA,"4/3/1892 in Tientsin, China "
117092,"Dave Kingman","OF","David Arthur Kingman ",NA,"12/21/1948 in Pendleton, OR "
117090,"Mike Kingery","OF","Michael Scott Kingery ",NA,"3/29/1961 in St.James, MN "
117089,"Wes Kingdon","3B","Westcott William Kingdon ",NA,"7/4/1900 in Los Angeles, CA "
117088,"Steve King","OF","Stephen F. King ",NA,"1/1/1842 in Troy, NY "
117087,"Sam King","1B","Samuel Warren King ",NA,"5/17/1852 in Peabody, MA "
117086,"Nellie King","P","Nelson Joseph King ",NA,"3/15/1928 in Shenandoah, PA "
117085,"Mart King","OF","Marshal Ney King ",NA,"12/1/1849 in Troy, NY "
117084,"Lynn King","OF","Lynn Paul King ","Dig","11/28/1907 in Villisca, IA "
117083,"Lee King","OF","Lee King ",NA,"12/26/1892 in Hundred, WV "
117082,"Kevin King","P","Kevin Ray King ",NA,"2/11/1969 in Atwater, CA "
117081,"Jeff King","3B","Jeffrey Wayne King ",NA,"12/26/1964 in Marion, IN "
117080,"Jim King","RF","James Hubert King ",NA,"8/27/1932 in Elkins, AR "
117079,"Hal King","C","Harold King ",NA,"2/1/1944 in Oviedo, FL "
117078,"Eric King","P","Eric Steven King ",NA,"4/10/1964 in Oxnard, CA "
117077,"Lee King","LF","Edward Lee King ",NA,"3/28/1894 in Waltham, MA "
117076,"Curtis King","P","Curtis Albert King ",NA,"10/25/1970 in Norristown, PA "
117075,"Clyde King","P","Clyde Edward King ",NA,"5/23/1924 in Goldsboro, NC "
117074,"Chick King","CF","Charles Gilbert King ",NA,"11/10/1930 in Paris, TN "
117073,"Silver King","P","Charles Frederick King ",NA,"1/11/1868 in St. Louis, MO "
117072,"Ralph Kiner","LF","Ralph McPherran Kiner ",NA,"10/27/1922 in Santa Rita, NM "
117071,"Ellis Kinder","P","Ellis Raymond Kinder ","Old Folks","7/26/1914 in Atkins, AR "
117070,"Jerry Kindall","2B","Gerald Donald Kindall ","Slim","5/27/1935 in St.Paul, MN "
117069,"Chad Kimsey","P","Clyde Elias Kimsey ",NA,"8/6/1906 in Copperhill, TN "
117068,"Wally Kimmick","SS","Walter Lyons Kimmick ",NA,"5/30/1897 in Turtle Creek, PA "
117067,"Bruce Kimm","C","Bruce Edward Kimm ",NA,"6/29/1951 in Cedar Rapids, IA "
117066,"Hal Kime","P","Harold Lee Kime ","Lefty","3/15/1899 in West Salem, OH "
117065,"Dick Kimble","SS","Richard Lewis Kimble ",NA,"7/27/1915 in Buchtel, OH "
117064,"Harry Kimberlin","P","Harry Lydle Kimberlin ","Murphy","3/13/1909 in Sullivan, MO "
117063,"Sam Kimber","P","Samuel Jackson Kimber ",NA,"10/29/1852 in Philadelphia, PA "
117062,"Newt Kimball","P","Newell W. Kimball ",NA,"3/27/1915 in Logan, UT "
117061,"Gene Kimball","2B","Eugene Boynton Kimball ",NA,"8/31/1850 in Rochester, NY "
117060,"Mike Kilroy","P","Michael Joseph Kilroy ",NA,"11/4/1872 in Philadelphia, PA "
117059,"Matt Kilroy","P","Matthew Aloysius Kilroy ","Matches","6/21/1866 in Philadelphia, PA "
117058,"Jack Killilay","P","John William Killilay ",NA,"5/24/1887 in Leavenworth, KS "
117057,"Ed Killian","P","Edwin Henry Killian ","Twilight Ed","11/12/1876 in Racine, WI "
117056,"Frank Killen","P","Frank Bissell Killen ","Lefty","11/30/1870 in Pittsburgh, PA "
117055,"Bill Killefer","C","William Lavier Killefer ","Reindeer Bill","10/10/1887 in Bloomingdale, MI "
117054,"Red Killefer","OF","Wade Hampton Killefer ",NA,"4/13/1885 in Bloomingdale, MI "
117053,"Henry Killeen","P","Henry F. Killeen ",NA,"5/1/1872 in Troy, NY "
117052,"Evans Killeen","P","Evans Henry Killeen ",NA,"2/27/1936 in Brooklyn, NY "
117051,"Harmon Killebrew","1B","Harmon Clayton Killebrew ","Killer","6/29/1936 in Payette, ID "
117050,"Mike Kilkenny","P","Michael David Kilkenny ",NA,"4/11/1945 in Bradford, ON, Canada "
117049,"Pat Kilhullen","C","Joseph Isadore Kilhullen ",NA,"8/10/1890 in Carbondale, PA "
337392,"Britt Reames","P","Britt William Reames ",NA,"8/19/1973 in Seneca, SC "
117048,"Paul Kilgus","P","Paul Nelson Kilgus ",NA,"2/2/1962 in Bowling Green, KY "
117108,"Thornton Kipper","P","Thornton John Kipper ",NA,"9/27/1928 in Bagley, WI "
117047,"John Kiley","OF","John Frederick Kiley ",NA,"7/1/1859 in Dedham, MA "
117046,"Darryl Kile","P","Darryl Andrew Kile ",NA,"12/2/1968 in Garden Grove, CA "
117045,"Pete Kilduff","2B","Peter John Kilduff ",NA,"4/4/1893 in Weir City, KS "
117044,"Brooks Kieschnick","P","Michael Brooks Kieschnick ",NA,"6/6/1972 in Robstown, TX "
117043,"Bill Kienzle","OF","William H. Kienzle ",NA,"in Philadelphia, PA "
117042,"Leo Kiely","P","Leo Patrick Kiely ","Kiki","11/30/1929 in Hoboken, NJ "
117041,"John Kiely","P","John Francis Kiely ",NA,"10/4/1964 in Boston, MA "
117040,"Steve Kiefer","3B","Steven George Kiefer ",NA,"10/18/1960 in Chicago, IL "
117039,"Mark Kiefer","P","Mark Andrew Kiefer ",NA,"11/13/1968 in Orange, CA "
117038,"Joe Kiefer","P","Joseph William Kiefer ","Harlem Joe","7/19/1899 in West Leyden, NY "
117037,"Dana Kiecker","P","Dana Ervin Kiecker ",NA,"2/25/1961 in Sleepy Eye, MN "
117036,"Jack Kibble","3B","John Westly Kibble ","Happy","1/2/1892 in Seatonville, IL "
117035,"Hod Kibbie","2B","Horace Kent Kibbie ",NA,"7/18/1903 in Ft.Worth, TX "
117034,"Sam Khalifa","SS","Sam Khalifa ",NA,"12/5/1963 in Fontana, CA "
117033,"Brian Keyser","P","Brian Lee Keyser ",NA,"10/31/1966 in Castro Valley, CA "
117032,"Jimmy Key","P","James Edward Key ",NA,"4/22/1961 in Huntsville, AL "
117031,"Henry Keupper","P","Henry J. Keupper ",NA,"6/24/1887 in Staunton, IL "
117028,"Gus Ketchum","P","Augustus Franklin Ketchum ",NA,"3/21/1897 in Royse City, TX "
117027,"Rick Kester","P","Richard Lee Kester ",NA,"7/7/1946 in Iola, KS "
117026,"Henry Kessler","SS","Henry Kessler ","Lucky","1/1/1847 in Brooklyn, NY "
117025,"Keith Kessinger","SS","Robert Keith Kessinger ",NA,"2/19/1967 in Forrest City, AR "
117024,"Don Kessinger","SS","Donald Eulon Kessinger ",NA,"7/17/1942 in Forrest City, AR "
117022,"Joe Kerrigan","P","Joseph Thomas Kerrigan ",NA,"11/30/1954 in Philadelphia, PA "
117021,"Dickie Kerr","P","Richard Henry Kerr ",NA,"7/3/1893 in St.Louis, MO "
117020,"Mel Kerr","PR","John Melville Kerr ",NA,"5/22/1903 in Souris, MB, Canada "
117019,"Buddy Kerr","SS","John Joseph Kerr ",NA,"11/6/1922 in Astoria, NY "
117018,"Doc Kerr","C","John Jonas Kerr ",NA,"1/17/1882 in Dellroy, OH "
117017,"John Kerr","2B","John Francis Kerr ",NA,"11/26/1898 in San Francisco, CA "
117016,"Russ Kerns","PH","Russell Eldon Kerns ",NA,"11/10/1920 in Fremont, OH "
117015,"George Kernek","1B","George Boyd Kernek ",NA,"1/12/1940 in Holdenville, OK "
117014,"Joe Kernan","2B","Joseph Kernan ",NA,"in Baltimore, MD "
117013,"Bill Kern","OF","William George Kern ",NA,"2/28/1933 in Coplay, PA "
117012,"Jim Kern","P","James Lester Kern ",NA,"3/15/1949 in Gladwin, MI "
117011,"Orie Kerlin","C","Orie Milton Kerlin ","Cy","1/23/1891 in Summerfield, LA "
117010,"Bill Kerksieck","P","Wayman William Kerksieck ",NA,"12/6/1913 in Ulm, AR "
117009,"John Kerins","1B","John Nelson Kerins ",NA,"7/15/1858 in Indianapolis, IN "
117008,"Gus Keriazakos","P","Constantine Nicholas Keriazakos ",NA,"7/28/1931 in West Orange, NJ "
110857,"Benny Bengough","C","Bernard Oliver Bengough ",NA,"7/27/1898 in Niagara Falls, NY "
117007,"Charlie Kerfeld","P","Charles Patrick Kerfeld ",NA,"9/28/1963 in Knob Noster, MO "
117006,"Kurt Kepshire","P","Kurt David Kepshire ",NA,"7/3/1959 in Bridgeport, CT "
117005,"Marty Keough","OF","Richard Martin Keough ",NA,"4/14/1935 in Oakland, CA "
117004,"Matt Keough","P","Matthew Lon Keough ",NA,"7/3/1955 in Pomona, CA "
117003,"Joe Keough","RF","Joseph William Keough ",NA,"1/7/1946 in Pomona, CA "
117002,"Bill Kenworthy","2B","William Jennings Kenworthy ","Duke","7/4/1886 in Cambridge, OH "
117001,"Dick Kenworthy","3B","Richard Lee Kenworthy ",NA,"4/1/1941 in Red Oak, IA "
117000,"Maury Kent","P","Maurice Allen Kent ",NA,"9/17/1885 in Marshalltown, IA "
116999,"Jeff Kent","2B","Jeffrey Franklin Kent ",NA,"3/7/1968 in Bellflower, CA "
116998,"Ed Kent","P","Edward C. Kent ",NA,"1/1/1859 "
116997,"John Kenney","2B","John Kenney ",NA,""
116996,"Jerry Kenney","3B","Gerald T Kenney ",NA,"6/30/1945 in St.Louis, MO "
116995,"Art Kenney","P","Arthur Joseph Kenney ",NA,"4/29/1916 in Milford, MA "
116994,"Brickyard Kennedy","P","William Park Kennedy ",NA,"10/7/1867 in Bellaire, OH "
116993,"Bill Kennedy","P","William Gorman Kennedy ",NA,"12/22/1918 in Alexandria, VA "
116992,"Ed Kennedy","3B","William Edward Kennedy ",NA,"4/5/1861 in Bellevue, KY "
116991,"Bill Kennedy","P","William Aulton Kennedy ","Lefty","3/14/1921 in Carnesville, GA "
116990,"Ted Kennedy","P","Theodore A. Kennedy ",NA,"2/7/1865 in Henry, IL "
116989,"Terry Kennedy","C","Terrence Edward Kennedy ",NA,"6/4/1956 in Euclid, OH "
116988,"Snapper Kennedy","OF","Sherman Montgomery Kennedy ",NA,"11/1/1878 in Conneaut, OH "
116987,"Bob Kennedy","RF","Robert Daniel Kennedy ",NA,"8/18/1920 in Chicago, IL "
116985,"Monte Kennedy","P","Monty Calvin Kennedy ",NA,"5/11/1922 in Amelia, VA "
116984,"Doc Kennedy","C","Michael Joseph Kennedy ",NA,"8/11/1853 in Brooklyn, NY "
116983,"Vern Kennedy","P","Lloyd Vernon Kennedy ",NA,"3/20/1907 in Kansas City, MO "
116982,"Junior Kennedy","2B","Junior Raymond Kennedy ",NA,"8/9/1950 in Fort Gibson, OK "
116981,"John Kennedy","3B","John Irvin Kennedy ",NA,"10/12/1926 in Jacksonville, FL "
116980,"John Kennedy","3B","John Edward Kennedy ",NA,"5/29/1941 in Chicago, IL "
116979,"Jim Kennedy","SS","James Earl Kennedy ",NA,"11/1/1946 in Tulsa, OK "
116978,"Ed Kennedy","OF","Edward Kennedy ",NA,"4/1/1856 in Carbondale, PA "
116977,"Ed Kenna","P","Edward Benninghaus Kenna ","The Pitching Poet","10/17/1877 in Charleston, WV "
300001,"Will Ferrell","P","John William Ferrell ",NA,"7/16/1967 in Irvine, CA "
116976,"Eddie Kenna","C","Edward Aloysius Kenna ","Scrap Iron","9/30/1897 in San Francisco, CA "
116975,"Al Kenders","C","Albert Daniel Kenders ",NA,"4/4/1937 in Barrington, NJ "
116974,"Jason Kendall","C","Jason Daniel Kendall ",NA,"6/26/1974 in San Diego, CA "
116973,"Fred Kendall","C","Fred Lyn Kendall ",NA,"1/31/1949 in Torrance, CA "
116972,"Steve Kemp","OF","Steven F Kemp ",NA,"8/7/1954 in San Angelo, TX "
116971,"Dutch Kemner","P","Herman John Kemner ",NA,"3/4/1899 in Quincy, IL "
116970,"Rudy Kemmler","C","Rudolph Kemmler ",NA,"1/1/1860 in Chicago, IL "
116969,"Russ Kemmerer","P","Russell Paul Kemmerer ","Rusty","11/1/1930 in Pittsburgh, PA "
116968,"Bill Kemmer","3B","William Edward Kemmer ",NA,"11/15/1873 "
116967,"John Kelty","OF","John James Kelty ","Chief","3/10/1871 in Jersey City, NJ "
116966,"Ken Keltner","3B","Kenneth Frederick Keltner ","Butch","10/31/1916 in Milwaukee, WI "
116965,"Bill Kelso","P","William Eugene Kelso ",NA,"2/19/1940 in Kansas City, MO "
116964,"Billy Kelsey","C","George William Kelsey ",NA,"8/24/1881 in Covington, OH "
116963,"Billy Kelly","C","William Joseph Kelly ",NA,"5/1/1886 in Baltimore, MD "
116962,"Bill Kelly","OF","William J. Kelly ",NA,"in New York, NY "
116961,"Bill Kelly","1B","William Henry Kelly ","Big Bill","12/28/1898 in Syracuse, NY "
116960,"Van Kelly","3B","Van Howard Kelly ",NA,"3/18/1946 in Charlotte, NC "
116959,"Roberto Kelly","CF","Roberto Conrado Kelly ","Bobby","10/1/1964 in Panama City, Panama "
116958,"Bob Kelly","P","Robert Edward Kelly ",NA,"10/4/1927 in Cleveland, OH "
