"yahooid","name","position","full_name","nickname","dob"
7303,"Mike Johnston","RP",NA,NA,"1979-03-30"
7302,"Jose Castillo","3B",NA,NA,"1981-03-19"
7301,"Yoshitaka Mizuo","RP",NA,NA,"1968-05-02"
7300,"Bubba Nelson","RP",NA,NA,"1981-08-26"
7299,"J.D. Durbin","SP",NA,NA,"1982-02-24"
7298,"Clint Nageotte","RP",NA,NA,"1980-10-25"
7297,"Gavin Floyd","SP",NA,NA,"1983-01-27"
7296,"Jeff Mathis","C",NA,NA,"1983-03-31"
7295,"Josh Barfield","2B",NA,NA,"1982-12-17"
7294,"Dustin McGowan","RP",NA,NA,"1982-03-24"
7293,"Casey Kotchman","1B",NA,NA,"1983-02-22"
7292,"Scott Kazmir","SP",NA,NA,"1984-01-24"
7291,"Andy Marte","3B",NA,NA,"1983-10-21"
7290,"Prince Fielder","1B",NA,NA,"1984-05-09"
7289,"Greg Miller","RP",NA,NA,"1984-11-03"
7287,"Scott Hodges","3B",NA,NA,"1978-12-26"
7286,"John Van Benschoten","SP",NA,NA,"1980-04-14"
7285,"Bobby Jenks","RP",NA,NA,"1981-03-14"
7284,"Jeremy Reed","LF",NA,NA,"1981-06-15"
7283,"J.J. Hardy","SS",NA,NA,"1982-08-19"
7282,"Mike Jones","SP",NA,NA,"1983-04-23"
7281,"Jorge De La Rosa","SP",NA,NA,"1981-04-05"
7280,"Angel Guzman","RP",NA,NA,"1981-12-14"
7279,"Jesse Crain","RP",NA,NA,"1981-07-05"
7278,"Edwin Encarnación","1B",NA,NA,"1983-01-07"
7277,"Napoleon Calzado","3B",NA,NA,"1977-02-09"
7276,"Dioner Navarro","C",NA,NA,"1984-02-09"
7275,"Guillermo Quiroz","C",NA,NA,"1981-11-29"
7274,"JD Closser","C",NA,NA,"1980-01-15"
7273,"Jason Szuminski","RP",NA,NA,"1978-12-11"
7272,"Lino Urdaneta","RP",NA,NA,"1979-11-20"
7269,"Willy Taveras","CF",NA,NA,"1981-12-25"
7268,"Lenny DiNardo","RP",NA,NA,"1979-09-19"
7267,"Talley Haines","RP",NA,NA,"1976-11-16"
7266,"Chris Mabeus","RP",NA,NA,"1979-02-11"
7265,"D.J. Mattox","RP",NA,NA,"1980-05-24"
7264,"José Bautista","RF",NA,NA,"1980-10-19"
7262,"Frank Brooks","RP",NA,NA,"1978-09-06"
7261,"Alec Zumwalt","RP",NA,NA,"1981-01-20"
7260,"Rich Thompson","LF",NA,NA,"1979-04-23"
7259,"Chris Shelton","1B",NA,NA,"1980-06-26"
7258,"Luis Gonzalez","2B",NA,NA,"1979-06-26"
907,"Manny Sanguillen","Pittsburgh",NA,NA,"1944-03-21"
7257,"Zack Greinke","SP",NA,NA,"1983-10-21"
7256,"Grady Sizemore","RF",NA,NA,"1982-08-02"
7255,"Shingo Takatsu","RP",NA,NA,"1968-11-25"
7254,"Álex Ríos","RF",NA,NA,"1981-02-18"
7252,"Akinori Otsuka","RP",NA,NA,"1972-01-13"
7251,"Tim Hamulack","RP",NA,NA,"1976-11-14"
7250,"Kazuo Matsui","2B",NA,NA,"1975-10-23"
7249,"Ryan Snare","SP",NA,NA,"1979-02-08"
7248,"Graham Koonce","1B",NA,NA,"1975-05-15"
7247,"Mike Edwards","3B",NA,NA,"1976-11-24"
7246,"John Grabow","RP",NA,NA,"1978-11-04"
7245,"Jonny Gómes","LF",NA,NA,"1980-11-22"
7244,"Matt Watson","LF",NA,NA,"1978-09-05"
7243,"Mike Glavine","1B",NA,NA,"1973-01-24"
7242,"Juan Cerros","RP",NA,NA,"1976-11-25"
7241,"Edwin Jackson","SP",NA,NA,"1983-09-09"
7240,"Matt Belisle","RP",NA,NA,"1980-06-06"
7239,"Chris Bootcheck","RP",NA,NA,"1978-10-24"
7238,"Pete Zoccolillo","RF",NA,NA,"1977-02-06"
7236,"Jamal Strong","CF",NA,NA,"1978-08-05"
7235,"Humberto Quintero","C",NA,NA,"1979-08-02"
7234,"Lance Niekro","1B",NA,NA,"1979-01-29"
7233,"Khalil Greene","SS",NA,NA,"1979-10-21"
7232,"David DeJesús","LF",NA,NA,"1979-12-20"
7231,"Clint Barmes","SS",NA,NA,"1979-03-06"
7229,"Pete LaForest","C",NA,NA,"1978-01-27"
7228,"Aaron Miles","2B",NA,NA,"1976-12-15"
7227,"Danny Garcia","2B",NA,NA,"1980-04-12"
7226,"Noah Lowry","SP",NA,NA,"1980-10-10"
7225,"Rett Johnson","RP",NA,NA,"1979-07-06"
7224,"Michel Hernandez","C",NA,NA,"1978-08-12"
7223,"Bobby Crosby","SS",NA,NA,"1980-01-12"
7222,"Felix Sanchez","RP",NA,NA,"1981-08-03"
7220,"Jon Leicester","SP",NA,NA,"1979-02-07"
7219,"Geoff Geary","RP",NA,NA,"1976-08-26"
7218,"Doug Waechter","RP",NA,NA,"1981-01-28"
902,"Billy Sample","Atlanta",NA,NA,"1955-04-02"
7217,"Brian Schmack","RP",NA,NA,"1973-12-07"
7216,"Mike Wood","RP",NA,NA,"1980-04-26"
7215,"Rob Bowen","C",NA,NA,"1981-02-24"
7213,"Rickie Weeks","LF",NA,NA,"1982-09-13"
7212,"Matt Thornton","RP",NA,NA,"1976-09-15"
7211,"Brian Sweeney","RP",NA,NA,"1974-06-13"
7210,"Jon Adkins","RP",NA,NA,"1977-08-30"
7209,"Neal Cotts","RP",NA,NA,"1980-03-25"
7208,"Juan Dominguez","RP",NA,NA,"1980-05-18"
7207,"Michael Gonzalez","RP",NA,NA,"1978-05-23"
7205,"J.J. Putz","RP",NA,NA,"1977-02-22"
7204,"Joe DePastino","C",NA,NA,"1973-09-04"
7202,"Aaron Looper","RP",NA,NA,"1976-09-07"
900,"Lenn Sakata","NY Yankees",NA,NA,"1954-06-08"
7201,"Jimmy Gobble","RP",NA,NA,"1981-07-19"
7200,"Jon Switzer","RP",NA,NA,"1979-08-13"
7199,"Chad Gaudin","SP",NA,NA,"1983-03-24"
7198,"Josh Hall","SP",NA,NA,"1980-12-16"
7197,"David Manning","SP",NA,NA,"1972-08-14"
7196,"Greg Jones","RP",NA,NA,"1976-11-15"
7195,"Ramon Nivar","CF",NA,NA,"1980-02-22"
7194,"Luis Martinez","SP",NA,NA,"1980-01-20"
7192,"Robb Quinlan","1B",NA,NA,"1977-03-17"
7191,"Jason Jones","LF",NA,NA,"1976-10-17"
7190,"Chin-hui Tsao","RP",NA,NA,"1981-06-02"
7188,"Terrmel Sledge","LF",NA,NA,"1977-03-18"
7187,"Rene Reyes","CF",NA,NA,"1978-02-21"
7186,"Sergio Mitre","RP",NA,NA,"1981-02-16"
7184,"Matt Diaz","LF",NA,NA,"1978-03-03"
7183,"Ryan Wagner","RP",NA,NA,"1982-07-15"
7182,"Mark Malaska","RP",NA,NA,"1978-01-17"
7181,"Prentice Redman","CF",NA,NA,"1979-08-23"
7180,"Rich Harden","SP",NA,NA,"1981-11-30"
7179,"Alfredo Gonzalez","RP",NA,NA,"1979-09-17"
7178,"Kevin Correia","SP",NA,NA,"1980-08-24"
7177,"Luis Terrero","CF",NA,NA,"1980-05-18"
7176,"Laynce Nix","RF",NA,NA,"1980-10-30"
7175,"Edwin Almonte","RP",NA,NA,"1976-12-17"
7173,"Bryan Hebson","RP",NA,NA,"1976-03-12"
7172,"Dan Haren","SP",NA,NA,"1980-09-17"
7171,"Chris Mears","RP",NA,NA,"1978-01-20"
7170,"Stephen Smitherman","LF",NA,NA,"1978-09-01"
7169,"Nate Bump","RP",NA,NA,"1976-07-24"
7168,"Mike Gallo","RP",NA,NA,"1977-04-02"
7167,"Matt Miller","RP",NA,NA,"1971-11-23"
7166,"Eric Bruntlett","2B",NA,NA,"1978-03-29"
7165,"Carlos Rivera","1B",NA,NA,"1978-06-10"
7164,"Carlos Valderrama","CF",NA,NA,"1977-11-30"
7163,"Miguel Cabrera","1B",NA,NA,"1983-04-18"
7162,"Bo Hart","2B",NA,NA,"1976-09-27"
895,"Gary Roenicke","Atlanta",NA,NA,"1954-12-05"
7161,"Francisco Santos","RF",NA,NA,"1974-03-09"
7160,"Rodrigo Rosario","SP",NA,NA,"1978-03-14"
7159,"Matt Kata","2B",NA,NA,"1978-03-14"
7157,"Tony Mounce","SP",NA,NA,"1975-02-08"
7156,"Jhonny Peralta","SS",NA,NA,"1982-05-28"
7155,"Les Walrond","RP",NA,NA,"1976-11-07"
7154,"Anthony Ferrari","RP",NA,NA,"1978-06-22"
7153,"Julio Manon","RP",NA,NA,"1973-06-10"
7152,"Mike Nakamura","RP",NA,NA,"1976-09-06"
7151,"José Valverde","RP",NA,NA,"1978-03-24"
7149,"Edgar Gonzalez","RP",NA,NA,"1983-02-23"
7148,"Zach Sorensen","2B",NA,NA,"1977-01-03"
7147,"Colin Porter","RF",NA,NA,"1975-11-23"
7146,"Bubba Crosby","CF",NA,NA,"1976-08-11"
893,"Aurelio Rodriguez","Chi White Sox",NA,NA,"1947-12-28"
7145,"Garrett Atkins","1B",NA,NA,"1979-12-12"
7144,"Adam Loewen","RP",NA,NA,"1984-04-09"
7143,"Jason Bay","LF",NA,NA,"1978-09-20"
7142,"Ray Olmedo","SS",NA,NA,"1981-05-31"
7141,"Carlos Mendez","C",NA,NA,"1974-06-18"
7140,"Jeff Duncan","CF",NA,NA,"1978-12-09"
7139,"Miguel Ojeda","C",NA,NA,"1975-01-29"
7138,"Jason Gilfillan","RP",NA,NA,"1976-08-31"
7136,"Todd Wellemeyer","SP",NA,NA,"1978-08-30"
7135,"Jason Ellison","LF",NA,NA,"1978-04-04"
7134,"Roger Deago","SP",NA,NA,"1977-06-21"
7133,"Dontrelle Willis","RP",NA,NA,"1982-01-12"
7131,"Nate Bland","RP",NA,NA,"1974-12-27"
7130,"Dave Matranga","2B",NA,NA,"1977-01-08"
7129,"Gerald Laird","C",NA,NA,"1979-11-13"
7128,"Erasmo Ramirez","RP",NA,NA,"1976-04-29"
7127,"Jeff Urban","RP",NA,NA,"1977-01-25"
7126,"Gary Johnson","RF",NA,NA,"1975-10-29"
7124,"David Sanders","RP",NA,NA,"1979-08-29"
7123,"Luis Estrella","RP",NA,NA,"1974-10-07"
7122,"Kyle Snyder","RP",NA,NA,"1977-09-09"
7121,"Brandon Webb","SP",NA,NA,"1979-05-09"
7120,"Rosman Garcia","RP",NA,NA,"1979-01-03"
7119,"Andrew Good","RP",NA,NA,"1979-09-19"
7118,"Reed Johnson","LF",NA,NA,"1976-12-08"
7117,"Kevin Ohme","RP",NA,NA,"1971-04-13"
7116,"Robby Hammock","C",NA,NA,"1977-05-13"
7115,"Kiko Calero","RP",NA,NA,"1975-01-09"
7114,"Steve Colyer","RP",NA,NA,"1979-02-22"
7113,"Stephen Randolph","RP",NA,NA,"1974-05-01"
7112,"Oscar Villarreal","RP",NA,NA,"1981-11-22"
7111,"Tommy Phelps","RP",NA,NA,"1974-03-04"
7110,"Jason Anderson","RP",NA,NA,"1979-06-09"
7108,"Seth McClung","RP",NA,NA,"1981-02-07"
7107,"Josh Stewart","SP",NA,NA,"1978-12-05"
111,"Glenn Adams","Toronto",NA,NA,"1947-10-04"
7106,"Jeremy Bonderman","SP",NA,NA,"1982-10-28"
7105,"Antonio Perez","3B",NA,NA,"1980-01-26"
7104,"Shane Victorino","RF",NA,NA,"1980-11-30"
7103,"Buddy Hernandez","RP",NA,NA,"1979-03-03"
7102,"Matt Roney","RP",NA,NA,"1980-01-10"
7101,"Blake Williams","SP",NA,NA,"1979-02-22"
7100,"Jason Dubois","LF",NA,NA,"1979-03-26"
7099,"Gary Majewski","RP",NA,NA,"1980-02-26"
7098,"Aquilino Lopez","RP",NA,NA,"1975-04-21"
7097,"Marshall McDougall","3B",NA,NA,"1978-12-19"
7096,"Rontrez Johnson","CF",NA,NA,"1976-12-08"
7095,"John Koronka","SP",NA,NA,"1980-07-03"
7093,"Jose Morban","SS",NA,NA,"1979-10-02"
7092,"Matt Ford","RP",NA,NA,"1981-04-08"
7091,"Enrique Cruz","SS",NA,NA,"1981-11-21"
7090,"Chris Spurling","RP",NA,NA,"1977-06-28"
7089,"Ronny Paulino","C",NA,NA,"1981-04-21"
7088,"D.J. Carrasco","RP",NA,NA,"1977-04-12"
7087,"Jerome Gamble","SP",NA,NA,"1980-04-05"
7086,"Wil Ledezma","RP",NA,NA,"1981-01-21"
7085,"Travis Chapman","3B",NA,NA,"1978-06-05"
7084,"Hector Luna","3B",NA,NA,"1980-02-01"
7083,"Derek Thompson","SP",NA,NA,"1981-01-08"
7082,"Matt White","SP",NA,NA,"1977-08-19"
885,"Bruce Robinson","NY Yankees",NA,NA,"1954-04-16"
7081,"Victor Hall","CF",NA,NA,"1980-09-16"
7080,"Luis Ayala","RP",NA,NA,"1978-01-12"
7079,"Javier López","RP",NA,NA,"1977-07-11"
7076,"Vinnie Chulk","RP",NA,NA,"1978-12-19"
7075,"Todd Linden","LF",NA,NA,"1980-06-30"
7074,"Jesse Foppert","SP",NA,NA,"1980-07-10"
7073,"Sean Burnett","RP",NA,NA,"1982-09-17"
7072,"Chase Utley","2B",NA,NA,"1978-12-17"
7071,"Ryan Madson","RP",NA,NA,"1980-08-28"
7070,"Anderson Machado","SS",NA,NA,"1981-01-25"
7069,"Jason Arnold","SP",NA,NA,"1979-05-02"
7067,"Danny Borrell","SP",NA,NA,"1979-01-24"
7066,"José Reyes","SS",NA,NA,"1983-06-11"
883,"Bill Robinson","Philadelphia",NA,NA,"1943-06-26"
7065,"Aaron Heilman","RP",NA,NA,"1978-11-12"
7064,"Josh Karp","SP",NA,NA,"1979-09-21"
7063,"Justin Morneau","1B",NA,NA,"1981-05-15"
7061,"Lew Ford","LF",NA,NA,"1976-08-12"
7060,"Ben Hendrickson","SP",NA,NA,"1981-02-04"
7059,"Koyie Hill","C",NA,NA,"1979-03-09"
7058,"Henri Stanley","LF",NA,NA,"1977-12-15"
7057,"Chris Burke","SS",NA,NA,"1980-03-11"
7056,"John Buck","C",NA,NA,"1980-07-07"
7055,"Jesus Medrano","2B",NA,NA,"1978-09-11"
7053,"Cody Ross","RF",NA,NA,"1980-12-23"
7052,"Choo Freeman","CF",NA,NA,"1979-10-20"
7051,"Joe Valentine","RP",NA,NA,"1979-12-24"
7050,"Corwin Malone","SP",NA,NA,"1980-07-03"
881,"Leon Roberts","Kansas City",NA,NA,"1951-01-22"
7049,"Kevin Youkilis","3B",NA,NA,"1979-03-15"
7048,"Adam Wainwright","SP",NA,NA,"1981-08-30"
7047,"Chad Tracy","1B",NA,NA,"1980-05-22"
7045,"Mike Gosling","RP",NA,NA,"1980-09-23"
7044,"Nic Jackson","LF",NA,NA,"1979-09-25"
7043,"Jose Contreras","RP",NA,NA,"1971-12-06"
7042,"Hideki Matsui","LF",NA,NA,"1974-06-12"
880,"Dave Roberts","Philadelphia",NA,NA,"1951-02-17"
7041,"Jeff Baker","1B",NA,NA,"1981-06-21"
7040,"Jeremy Guthrie","SP",NA,NA,"1979-04-08"
7039,"Dusty Wathan","C",NA,NA,"1973-08-22"
7037,"Joe Dawley","SP",NA,NA,"1971-09-19"
7036,"Wes Obermueller","SP",NA,NA,"1976-12-22"
7034,"Cory Vance","RP",NA,NA,"1979-06-20"
879,"Mickey Rivers","Texas",NA,NA,"1948-10-31"
7033,"Todd Sears","1B",NA,NA,"1975-10-23"
7032,"Michael Ryan","LF",NA,NA,"1977-07-06"
7031,"Ben Kozlowski","SP",NA,NA,"1980-08-16"
7030,"Eric DuBose","RP",NA,NA,"1976-05-15"
7028,"Miguel Olivo","C",NA,NA,"1978-07-15"
7027,"Brian Tallet","RP",NA,NA,"1977-09-21"
7026,"Cliff Lee","SP",NA,NA,"1978-08-30"
878,"Bombo Rivera","Kansas City",NA,NA,"1952-08-02"
7025,"Rocco Baldelli","RF",NA,NA,"1981-09-25"
7024,"Jamey Carroll","2B",NA,NA,"1974-02-18"
7023,"Eric Junge","RP",NA,NA,"1977-01-05"
7021,"Aaron Taylor","RP",NA,NA,"1977-08-20"
7020,"Jason Davis","RP",NA,NA,"1980-05-08"
7019,"Shane Loux","RP",NA,NA,"1979-08-31"
7018,"Franklyn German","RP",NA,NA,"1980-01-20"
7017,"Eric Eckenstahler","RP",NA,NA,"1976-12-17"
7016,"Omar Infante","2B",NA,NA,"1981-12-26"
7015,"Jeremy Hill","RP",NA,NA,"1977-08-08"
7014,"Nate Robertson","SP",NA,NA,"1977-09-03"
7013,"Jason Shiell","RP",NA,NA,"1976-10-19"
7012,"Jose Flores","2B",NA,NA,"1973-06-28"
7010,"Jason Grabowski","LF",NA,NA,"1976-05-24"
876,"Gene Richards","San Francisco",NA,NA,"1953-09-29"
7009,"Jeremy Lambert","RP",NA,NA,"1979-01-10"
7008,"Trey Lunsford","C",NA,NA,"1979-05-25"
7007,"Jim Rushford","RF",NA,NA,"1974-03-24"
7005,"J.J. Davis","LF",NA,NA,"1978-10-25"
7003,"Steve Bechler","RP",NA,NA,"1979-11-18"
7002,"Scott Wiggins","RP",NA,NA,"1976-03-24"
7001,"Kevin Cash","C",NA,NA,"1977-12-06"
7000,"Josh Hancock","RP",NA,NA,"1978-04-11"
6999,"Freddy Sanchez","2B",NA,NA,"1977-12-21"
6998,"Andy Van Hekken","SP",NA,NA,"1979-07-31"
6996,"Esix Snead","CF",NA,NA,"1976-06-07"
6995,"Pedro Feliciano","RP",NA,NA,"1976-08-25"
6994,"Wilkin Ruan","CF",NA,NA,"1978-09-18"
874,"Jim Rice","Boston",NA,NA,"1953-03-08"
6993,"Ben Diggins","SP",NA,NA,"1979-06-13"
6992,"Bill Hall","2B",NA,NA,"1979-12-28"
6991,"Jeriome Robertson","RP",NA,NA,"1977-03-30"
6990,"Dave Pember","SP",NA,NA,"1978-05-24"
6989,"Clay Condrey","RP",NA,NA,"1975-11-19"
6988,"Shane Nance","RP",NA,NA,"1977-09-07"
6987,"Josh Bard","C",NA,NA,"1978-03-30"
6986,"Chone Figgins","3B",NA,NA,"1978-01-22"
6985,"Ricardo Rodriguez","SP",NA,NA,"1978-05-21"
6984,"Ryan Kellner","C",NA,NA,"1977-12-09"
6983,"Coco Crisp","CF",NA,NA,"1979-11-01"
6981,"Aaron Cook","SP",NA,NA,"1979-02-08"
6980,"Travis Hafner","1B",NA,NA,"1977-06-03"
6979,"Ramon Soler","2B",NA,NA,"1977-09-19"
6978,"Mark Hendrickson","RP",NA,NA,"1974-06-23"
6977,"Steve Smyth","SP",NA,NA,"1978-06-03"
6976,"Matt Childers","RP",NA,NA,"1978-12-03"
6975,"Matt Cepicky","RF",NA,NA,"1977-11-10"
6973,"Victor Alvarez","RP",NA,NA,"1976-11-08"
6972,"Matt Duff","RP",NA,NA,"1974-10-06"
6971,"John Stephens","SP",NA,NA,"1979-11-15"
6970,"Jason Beverlin","RP",NA,NA,"1973-11-27"
871,"Craig Reynolds","Houston",NA,NA,"1952-12-27"
6969,"Jason Kershner","RP",NA,NA,"1976-12-19"
6968,"Wil Nieves","C",NA,NA,"1977-09-25"
6967,"Reynaldo Garcia","RP",NA,NA,"1974-04-15"
6965,"Brandon Backe","SP",NA,NA,"1978-04-05"
6964,"Dave Elder","RP",NA,NA,"1975-09-23"
6963,"Runelvys Hernandez","SP",NA,NA,"1978-04-27"
6962,"Howie Clark","3B",NA,NA,"1974-02-13"
870,"Dave Revering","Seattle",NA,NA,"1953-02-12"
6961,"Barry Wesson","RF",NA,NA,"1977-04-06"
6960,"Kevin Frederick","RP",NA,NA,"1976-11-04"
6959,"Ryan Bukvich","RP",NA,NA,"1978-05-13"
6958,"Ryan Baerlocher","SP",NA,NA,"1977-08-06"
6957,"Luke Hudson","RP",NA,NA,"1977-05-02"
6956,"David Ross","C",NA,NA,"1977-03-19"
6955,"Jaime Cerda","RP",NA,NA,"1978-10-26"
6954,"Francis Beltran","RP",NA,NA,"1979-11-29"
869,"Merv Rettenmund","LA Angels",NA,NA,"1943-06-06"
6953,"John Lackey","SP",NA,NA,"1978-10-23"
6952,"Aaron Guiel","RF",NA,NA,"1972-10-05"
6951,"Eric Cyr","RP",NA,NA,"1979-02-11"
6950,"Shawn Sedlacek","SP",NA,NA,"1976-06-29"
6949,"Alexis Gomez","RF",NA,NA,"1978-08-06"
6948,"Duaner Sanchez","RP",NA,NA,"1979-10-14"
6947,"Zach Day","SP",NA,NA,"1978-06-15"
6946,"Kirk Saarloos","RP",NA,NA,"1979-05-23"
6945,"Oliver Pérez","RP",NA,NA,"1981-08-15"
6944,"J.J. Trujillo","RP",NA,NA,"1975-10-09"
6943,"Marcus Thames","LF",NA,NA,"1977-03-06"
6940,"Jason Pearson","RP",NA,NA,"1975-12-29"
6939,"Jason Jimenez","RP",NA,NA,"1976-01-10"
6938,"Julius Matos","3B",NA,NA,"1974-12-12"
6937,"Chris Snelling","LF",NA,NA,"1981-12-03"
6936,"Aaron Harang","SP",NA,NA,"1978-05-09"
6935,"Esteban German","2B",NA,NA,"1978-01-26"
6933,"Ramón Santiago","SS",NA,NA,"1979-08-31"
6932,"Kevin Pickford","SP",NA,NA,"1975-03-12"
6931,"Alex Pelaez","1B",NA,NA,"1976-04-06"
6930,"Ty Wigginton","1B",NA,NA,"1977-10-11"
866,"Jerry Remy","Boston",NA,NA,"1952-11-08"
6929,"Bry Nelson","2B",NA,NA,"1974-01-27"
6928,"Alex Herrera","RP",NA,NA,"1976-11-05"
6927,"Andy Shibilo","RP",NA,NA,"1976-09-16"
6926,"Justin Kaye","RP",NA,NA,"1976-06-09"
6923,"Nate Teut","SP",NA,NA,"1976-03-11"
6922,"Fernando Rodney","RP",NA,NA,"1977-03-18"
865,"Ken Reitz","Pittsburgh",NA,NA,"1951-06-24"
6921,"Juan Brito","C",NA,NA,"1977-11-07"
6920,"Ryan Langerhans","LF",NA,NA,"1980-02-20"
6918,"Mike Smith","SP",NA,NA,"1977-09-19"
6916,"Randy Flores","RP",NA,NA,"1975-07-31"
6915,"Jung Keun Bong","SP",NA,NA,"1980-07-15"
6914,"Earl Snyder","1B",NA,NA,"1976-05-06"
6913,"Brad Lidge","RP",NA,NA,"1976-12-23"
6912,"Hansel Izquierdo","RP",NA,NA,"1977-01-02"
6911,"Brian Fitzgerald","RP",NA,NA,"1974-12-26"
6910,"Erik Bedard","SP",NA,NA,"1979-03-05"
6909,"Tyler Yates","RP",NA,NA,"1977-08-07"
6908,"Brandon Puffer","RP",NA,NA,"1975-10-05"
6907,"Brian Mallette","RP",NA,NA,"1975-01-19"
6906,"John Ennis","RP",NA,NA,"1979-10-17"
6905,"Kevin Gryboski","RP",NA,NA,"1973-11-15"
6904,"Oscar Salazar","LF",NA,NA,"1978-06-27"
6903,"Nate Field","RP",NA,NA,"1975-12-11"
6902,"Mike Crudale","RP",NA,NA,"1977-01-03"
6901,"Andres Torres","LF",NA,NA,"1978-01-26"
6900,"Kevin Mench","LF",NA,NA,"1978-01-07"
6899,"Mark Ellis","2B",NA,NA,"1977-06-06"
6898,"Corey Thurman","RP",NA,NA,"1978-11-05"
6897,"Felix Escalona","SS",NA,NA,"1979-03-12"
6896,"Scott Cassidy","RP",NA,NA,"1975-10-03"
6895,"Jeff Farnsworth","RP",NA,NA,"1975-10-06"
6894,"Ryan Dittfurth","SP",NA,NA,"1979-10-18"
6893,"Colby Lewis","SP",NA,NA,"1979-08-02"
6892,"Alfredo Amezaga","2B",NA,NA,"1978-01-16"
6891,"Mike Moriarty","2B",NA,NA,"1974-03-08"
6890,"Luis Garcia","RF",NA,NA,"1975-09-22"
6889,"Horacio Ramirez","RP",NA,NA,"1979-11-24"
6888,"Nick Green","SS",NA,NA,"1978-09-10"
6887,"Terry Pearson","RP",NA,NA,"1971-11-10"
6886,"Steve Kent","RP",NA,NA,"1978-10-03"
6884,"Miguel Asencio","SP",NA,NA,"1980-09-29"
6883,"Jeremy Affeldt","RP",NA,NA,"1979-06-06"
6882,"Jovanny Cedeno","RP",NA,NA,"1979-10-25"
6881,"John Foster","RP",NA,NA,"1978-05-17"
6880,"Carlos Silva","SP",NA,NA,"1979-04-23"
6879,"Brandon Leese","SP",NA,NA,"1975-10-08"
6877,"Takahito Nomura","RP",NA,NA,"1969-01-10"
6876,"Delvin James","SP",NA,NA,"1978-01-03"
6875,"Orlando Hudson","2B",NA,NA,"1977-12-12"
6874,"Tony Torcato","CF",NA,NA,"1979-10-25"
6873,"Jérome Williams","SP",NA,NA,"1981-12-04"
6872,"Jake Peavy","SP",NA,NA,"1981-05-31"
6871,"Hank Blalock","3B",NA,NA,"1980-11-21"
6869,"Josh Pearce","RP",NA,NA,"1977-08-20"
6868,"Jimmy Journell","RP",NA,NA,"1977-12-29"
6867,"Dennis Tankersley","SP",NA,NA,"1979-02-24"
6866,"Adrian Burnside","SP",NA,NA,"1977-03-15"
858,"Willie Randolph","2B",NA,NA,"1954-07-06"
6865,"J.R. House","C",NA,NA,"1979-11-11"
6864,"Brett Myers","SP",NA,NA,"1980-08-17"
6863,"Marlon Byrd","LF",NA,NA,"1977-08-30"
6861,"Brandon Claussen","SP",NA,NA,"1979-05-01"
6860,"Billy Traber","RP",NA,NA,"1979-09-18"
6858,"Justin Wayne","RP",NA,NA,"1979-04-16"
857,"Lenny Randle","LA Angels",NA,NA,"1949-02-12"
6857,"Brandon Phillips","2B",NA,NA,"1981-06-28"
6856,"Joe Thurston","2B",NA,NA,"1979-09-29"
6855,"Jason Lane","SP",NA,NA,"1976-12-22"
6852,"Kazuhisa Ishii","SP",NA,NA,"1973-09-09"
6851,"Austin Kearns","LF",NA,NA,"1980-05-20"
6850,"Tim Hummel","3B",NA,NA,"1978-11-18"
856,"Bob Randall","Minnesota",NA,NA,"1948-06-06"
6849,"Joe Borchard","RF",NA,NA,"1978-11-25"
6848,"David Kelton","LF",NA,NA,"1979-12-17"
6847,"Bobby Hill","3B",NA,NA,"1978-04-03"
6845,"Travis Wilson","2B",NA,NA,"1977-07-10"
6844,"Nathan Haynes","RF",NA,NA,"1979-09-07"
6843,"So Taguchi","LF",NA,NA,"1969-07-02"
6842,"Satoru Komiyama","RP",NA,NA,"1965-09-15"
855,"Mike Ramsey","LA Dodgers",NA,NA,"1960-07-08"
6841,"Jose Cueto","SP",NA,NA,"1976-09-13"
6840,"Brendan Donnelly","RP",NA,NA,"1971-07-04"
6839,"Steve Torrealba","C",NA,NA,"1978-02-24"
6836,"James Lofton","SS",NA,NA,"1974-03-06"
6835,"Ken Harvey","1B",NA,NA,"1978-03-01"
6834,"Derrick Lewis","SP",NA,NA,"1976-05-07"
854,"Bobby Ramos","Washington",NA,NA,"1955-11-05"
6833,"Todd Noel","RP",NA,NA,"1978-09-28"
6832,"Rich Brown","LF",NA,NA,"1977-04-28"
6831,"Mark Corey","RP",NA,NA,"1974-11-16"
6830,"Clint Weibl","RP",NA,NA,"1975-03-17"
6829,"Kevin Joseph","RP",NA,NA,"1976-08-01"
6828,"Jose Mieses","SP",NA,NA,"1977-10-14"
6826,"Dane Sardinha","C",NA,NA,"1979-04-08"
853,"Domingo Ramos","Chi Cubs",NA,NA,"1958-03-29"
6825,"Jackson Melian","LF",NA,NA,"1980-01-20"
6824,"Jae Seo","SP",NA,NA,"1977-05-24"
6823,"Tyler Walker","RP",NA,NA,"1976-05-15"
6820,"Mike Rivera","C",NA,NA,"1976-09-08"
6818,"Brandon Berger","LF",NA,NA,"1975-02-21"
6816,"Paul Hoover","C",NA,NA,"1976-04-14"
6815,"Ramon Vazquez","SS",NA,NA,"1976-08-21"
6814,"Bill Ortega","LF",NA,NA,"1975-07-24"
6812,"Winston Abreu","RP",NA,NA,"1977-04-05"
6810,"Jalal Leach","RF",NA,NA,"1969-03-14"
6808,"Chris Magruder","RF",NA,NA,"1977-04-26"
6806,"Angel Santos","2B",NA,NA,"1979-08-14"
6804,"Erick Almonte","RF",NA,NA,"1978-02-01"
